"runtime","image_name","ressource_limit","repeat","real_time","user_time","sys_time","filepath"
"default","traefik","max","2","0.936","0.047","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_2/rm_time.txt"
"default","traefik","max","20","0.754","0.048","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_20/create_time.txt"
"default","traefik","max","20","0.919","0.046","0.006","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_20/rm_time.txt"
"default","traefik","max","21","0.776","0.039","0.020","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_21/create_time.txt"
"default","traefik","max","21","0.885","0.046","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_21/rm_time.txt"
"default","traefik","max","22","0.800","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_22/create_time.txt"
"default","traefik","max","22","0.914","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_22/rm_time.txt"
"default","traefik","max","23","0.816","0.049","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_23/create_time.txt"
"default","traefik","max","23","0.896","0.054","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_23/rm_time.txt"
"default","traefik","max","24","0.817","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_24/create_time.txt"
"default","traefik","max","24","0.886","0.030","0.021","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_24/rm_time.txt"
"default","traefik","max","25","0.804","0.044","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_25/create_time.txt"
"default","traefik","max","25","0.844","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_25/rm_time.txt"
"default","traefik","max","26","0.809","0.049","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_26/create_time.txt"
"default","traefik","max","26","0.903","0.057","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_26/rm_time.txt"
"default","traefik","max","27","0.752","0.056","0.003","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_27/create_time.txt"
"default","traefik","max","27","0.920","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_27/rm_time.txt"
"default","traefik","max","28","0.794","0.047","0.012","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_28/create_time.txt"
"default","traefik","max","28","0.883","0.046","0.006","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_28/rm_time.txt"
"default","traefik","max","29","0.814","0.046","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_29/create_time.txt"
"default","traefik","max","29","0.960","0.048","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_29/rm_time.txt"
"default","traefik","max","3","0.802","0.047","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_3/create_time.txt"
"default","traefik","max","3","0.888","0.048","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_3/rm_time.txt"
"default","traefik","max","30","0.785","0.044","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_30/create_time.txt"
"default","traefik","max","30","0.857","0.044","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_30/rm_time.txt"
"default","traefik","max","31","0.823","0.049","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_31/create_time.txt"
"default","traefik","max","31","0.991","0.045","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_31/rm_time.txt"
"default","traefik","max","32","0.757","0.051","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_32/create_time.txt"
"default","traefik","max","32","0.888","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_32/rm_time.txt"
"default","traefik","max","33","0.810","0.053","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_33/create_time.txt"
"default","traefik","max","33","0.886","0.038","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_33/rm_time.txt"
"default","traefik","max","34","0.836","0.051","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_34/create_time.txt"
"default","traefik","max","34","0.886","0.042","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_34/rm_time.txt"
"default","traefik","max","35","0.807","0.051","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_35/create_time.txt"
"default","traefik","max","35","0.896","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_35/rm_time.txt"
"default","traefik","max","4","0.880","0.043","0.016","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_4/create_time.txt"
"default","traefik","max","4","0.837","0.048","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_4/rm_time.txt"
"default","traefik","max","5","0.874","0.049","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_5/create_time.txt"
"default","traefik","max","5","0.895","0.048","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_5/rm_time.txt"
"default","traefik","max","6","0.790","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_6/create_time.txt"
"default","traefik","max","6","0.891","0.039","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_6/rm_time.txt"
"default","traefik","max","7","0.822","0.051","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_7/create_time.txt"
"default","traefik","max","7","0.900","0.046","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_7/rm_time.txt"
"default","traefik","max","8","0.842","0.044","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_8/create_time.txt"
"default","traefik","max","8","0.845","0.047","0.006","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_8/rm_time.txt"
"default","traefik","max","9","0.810","0.050","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_9/create_time.txt"
"default","traefik","max","9","0.865","0.062","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/traefik/repeat_9/rm_time.txt"
"default","ubuntu","max","1","0.861","0.049","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_1/create_time.txt"
"default","ubuntu","max","1","0.462","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_1/rm_time.txt"
"default","ubuntu","max","10","0.761","0.050","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_10/create_time.txt"
"default","ubuntu","max","10","0.600","0.047","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_10/rm_time.txt"
"default","ubuntu","max","11","0.767","0.055","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_11/create_time.txt"
"default","ubuntu","max","11","0.430","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_11/rm_time.txt"
"default","ubuntu","max","12","0.811","0.040","0.020","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_12/create_time.txt"
"default","ubuntu","max","12","0.508","0.046","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_12/rm_time.txt"
"default","ubuntu","max","13","0.815","0.044","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_13/create_time.txt"
"default","ubuntu","max","13","0.458","0.050","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_13/rm_time.txt"
"default","ubuntu","max","14","0.781","0.045","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_14/create_time.txt"
"default","ubuntu","max","14","0.535","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_14/rm_time.txt"
"default","ubuntu","max","15","0.884","0.053","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_15/create_time.txt"
"default","ubuntu","max","15","0.522","0.049","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_15/rm_time.txt"
"default","ubuntu","max","16","0.834","0.052","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_16/create_time.txt"
"default","ubuntu","max","16","0.539","0.055","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_16/rm_time.txt"
"default","ubuntu","max","17","0.811","0.052","0.006","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_17/create_time.txt"
"default","ubuntu","max","17","0.520","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_17/rm_time.txt"
"default","ubuntu","max","18","0.829","0.043","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_18/create_time.txt"
"default","ubuntu","max","18","0.519","0.044","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_18/rm_time.txt"
"default","ubuntu","max","19","0.871","0.045","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_19/create_time.txt"
"default","ubuntu","max","19","0.410","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_19/rm_time.txt"
"default","ubuntu","max","2","0.767","0.049","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_2/create_time.txt"
"default","ubuntu","max","2","0.589","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_2/rm_time.txt"
"default","ubuntu","max","20","0.781","0.047","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_20/create_time.txt"
"default","ubuntu","max","20","0.510","0.052","0.003","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_20/rm_time.txt"
"default","ubuntu","max","21","0.787","0.045","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_21/create_time.txt"
"default","ubuntu","max","21","0.370","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_21/rm_time.txt"
"default","ubuntu","max","22","0.731","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_22/create_time.txt"
"default","ubuntu","max","22","0.490","0.050","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_22/rm_time.txt"
"default","ubuntu","max","23","0.788","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_23/create_time.txt"
"default","ubuntu","max","23","0.530","0.045","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_23/rm_time.txt"
"default","ubuntu","max","24","0.759","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_24/create_time.txt"
"default","ubuntu","max","24","0.566","0.055","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_24/rm_time.txt"
"default","ubuntu","max","25","0.779","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_25/create_time.txt"
"default","ubuntu","max","25","0.502","0.040","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_25/rm_time.txt"
"default","ubuntu","max","26","0.748","0.051","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_26/create_time.txt"
"default","ubuntu","max","26","0.548","0.049","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_26/rm_time.txt"
"default","ubuntu","max","27","0.811","0.048","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_27/create_time.txt"
"default","ubuntu","max","27","0.565","0.045","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_27/rm_time.txt"
"default","ubuntu","max","28","0.804","0.049","0.012","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_28/create_time.txt"
"default","ubuntu","max","28","0.566","0.047","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_28/rm_time.txt"
"default","ubuntu","max","29","0.854","0.051","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_29/create_time.txt"
"default","ubuntu","max","29","0.455","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_29/rm_time.txt"
"default","ubuntu","max","3","0.819","0.059","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_3/create_time.txt"
"default","ubuntu","max","3","0.427","0.044","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_3/rm_time.txt"
"default","ubuntu","max","30","0.786","0.049","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_30/create_time.txt"
"default","ubuntu","max","30","0.483","0.047","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_30/rm_time.txt"
"default","ubuntu","max","31","0.823","0.047","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_31/create_time.txt"
"default","ubuntu","max","31","0.406","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_31/rm_time.txt"
"default","ubuntu","max","32","0.790","0.055","0.003","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_32/create_time.txt"
"default","ubuntu","max","32","0.543","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_32/rm_time.txt"
"default","ubuntu","max","33","0.774","0.041","0.018","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_33/create_time.txt"
"default","ubuntu","max","33","0.556","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_33/rm_time.txt"
"default","ubuntu","max","34","0.763","0.051","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_34/create_time.txt"
"default","ubuntu","max","34","0.537","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_34/rm_time.txt"
"default","ubuntu","max","35","0.768","0.053","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_35/create_time.txt"
"default","ubuntu","max","35","0.503","0.040","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_35/rm_time.txt"
"default","ubuntu","max","4","0.800","0.055","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_4/create_time.txt"
"default","ubuntu","max","4","0.531","0.055","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_4/rm_time.txt"
"default","ubuntu","max","5","0.770","0.055","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_5/create_time.txt"
"default","ubuntu","max","5","0.550","0.049","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_5/rm_time.txt"
"default","ubuntu","max","6","0.873","0.054","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_6/create_time.txt"
"default","ubuntu","max","6","0.526","0.050","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_6/rm_time.txt"
"default","ubuntu","max","7","0.796","0.050","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_7/create_time.txt"
"default","ubuntu","max","7","0.525","0.042","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_7/rm_time.txt"
"default","ubuntu","max","8","0.802","0.041","0.018","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_8/create_time.txt"
"default","ubuntu","max","8","0.374","0.055","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_8/rm_time.txt"
"default","ubuntu","max","9","0.901","0.050","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_9/create_time.txt"
"default","ubuntu","max","9","0.455","0.041","0.012","/opt/auswertung/Raw/bench_time_repeat35/max/default/ubuntu/repeat_9/rm_time.txt"
"kata","alpine","max","1","1.819","0.048","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_1/create_time.txt"
"kata","alpine","max","1","0.774","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_1/rm_time.txt"
"kata","alpine","max","10","1.876","0.061","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_10/create_time.txt"
"kata","alpine","max","10","0.775","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_10/rm_time.txt"
"kata","alpine","max","11","1.856","0.053","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_11/create_time.txt"
"kata","alpine","max","11","0.715","0.050","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_11/rm_time.txt"
"kata","alpine","max","12","1.750","0.043","0.019","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_12/create_time.txt"
"kata","alpine","max","12","0.685","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_12/rm_time.txt"
"kata","alpine","max","13","1.885","0.055","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_13/create_time.txt"
"kata","alpine","max","13","0.761","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_13/rm_time.txt"
"kata","alpine","max","14","1.736","0.048","0.012","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_14/create_time.txt"
"kata","alpine","max","14","0.708","0.047","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_14/rm_time.txt"
"kata","alpine","max","15","1.789","0.051","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_15/create_time.txt"
"kata","alpine","max","15","0.644","0.046","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_15/rm_time.txt"
"kata","alpine","max","16","1.719","0.045","0.018","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_16/create_time.txt"
"kata","alpine","max","16","0.680","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_16/rm_time.txt"
"kata","alpine","max","17","1.710","0.048","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_17/create_time.txt"
"kata","alpine","max","17","0.702","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_17/rm_time.txt"
"kata","alpine","max","18","1.793","0.054","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_18/create_time.txt"
"kata","alpine","max","18","0.699","0.049","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_18/rm_time.txt"
"kata","alpine","max","19","1.787","0.046","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_19/create_time.txt"
"kata","alpine","max","19","0.667","0.055","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_19/rm_time.txt"
"kata","alpine","max","2","1.817","0.058","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_2/create_time.txt"
"kata","alpine","max","2","0.730","0.043","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_2/rm_time.txt"
"kata","alpine","max","20","1.761","0.050","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_20/create_time.txt"
"kata","alpine","max","20","0.692","0.044","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_20/rm_time.txt"
"kata","alpine","max","21","1.736","0.048","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_21/create_time.txt"
"kata","alpine","max","21","0.704","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_21/rm_time.txt"
"kata","alpine","max","22","1.809","0.056","0.006","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_22/create_time.txt"
"kata","alpine","max","22","0.798","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_22/rm_time.txt"
"kata","alpine","max","23","1.707","0.049","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_23/create_time.txt"
"kata","alpine","max","23","0.718","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_23/rm_time.txt"
"kata","alpine","max","24","1.793","0.052","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_24/create_time.txt"
"kata","alpine","max","24","0.703","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_24/rm_time.txt"
"kata","alpine","max","25","1.778","0.045","0.018","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_25/create_time.txt"
"kata","alpine","max","25","0.755","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_25/rm_time.txt"
"kata","alpine","max","26","1.940","0.059","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_26/create_time.txt"
"kata","alpine","max","26","0.700","0.043","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_26/rm_time.txt"
"kata","alpine","max","27","1.908","0.049","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_27/create_time.txt"
"kata","alpine","max","27","0.762","0.047","0.006","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_27/rm_time.txt"
"kata","alpine","max","28","1.815","0.045","0.016","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_28/create_time.txt"
"kata","alpine","max","28","0.691","0.046","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_28/rm_time.txt"
"kata","alpine","max","29","1.886","0.054","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_29/create_time.txt"
"kata","alpine","max","29","0.711","0.041","0.012","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_29/rm_time.txt"
"kata","alpine","max","3","1.939","0.053","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_3/create_time.txt"
"kata","alpine","max","3","0.731","0.042","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_3/rm_time.txt"
"kata","alpine","max","30","1.856","0.054","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_30/create_time.txt"
"kata","alpine","max","30","0.650","0.045","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_30/rm_time.txt"
"kata","alpine","max","31","1.786","0.054","0.008","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_31/create_time.txt"
"kata","alpine","max","31","0.656","0.052","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_31/rm_time.txt"
"kata","alpine","max","32","1.855","0.046","0.017","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_32/create_time.txt"
"kata","alpine","max","32","0.697","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_32/rm_time.txt"
"kata","alpine","max","33","1.870","0.051","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_33/create_time.txt"
"kata","alpine","max","33","0.680","0.047","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_33/rm_time.txt"
"kata","alpine","max","34","1.862","0.057","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_34/create_time.txt"
"kata","alpine","max","34","0.760","0.049","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_34/rm_time.txt"
"kata","alpine","max","35","1.740","0.049","0.010","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_35/create_time.txt"
"kata","alpine","max","35","1.093","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_35/rm_time.txt"
"kata","alpine","max","4","1.768","0.042","0.021","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_4/create_time.txt"
"kata","alpine","max","4","0.699","0.054","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_4/rm_time.txt"
"kata","alpine","max","5","1.744","0.046","0.017","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_5/create_time.txt"
"kata","alpine","max","5","0.769","0.045","0.009","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_5/rm_time.txt"
"kata","alpine","max","6","1.793","0.044","0.019","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_6/create_time.txt"
"kata","alpine","max","6","0.721","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_6/rm_time.txt"
"kata","alpine","max","7","1.781","0.056","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_7/create_time.txt"
"kata","alpine","max","7","0.771","0.046","0.007","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_7/rm_time.txt"
"kata","alpine","max","8","1.894","0.058","0.003","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_8/create_time.txt"
"kata","alpine","max","8","0.698","0.039","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_8/rm_time.txt"
"kata","alpine","max","9","1.821","0.058","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_9/create_time.txt"
"kata","alpine","max","9","0.749","0.054","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/alpine/repeat_9/rm_time.txt"
"kata","busybox","max","1","2.010","0.045","0.017","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_1/create_time.txt"
"kata","busybox","max","1","0.711","0.043","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_1/rm_time.txt"
"kata","busybox","max","10","1.749","0.049","0.012","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_10/create_time.txt"
"kata","busybox","max","10","0.718","0.053","0.000","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_10/rm_time.txt"
"kata","busybox","max","11","1.769","0.058","0.004","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_11/create_time.txt"
"kata","busybox","max","11","0.743","0.048","0.005","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_11/rm_time.txt"
"kata","busybox","max","12","1.842","0.049","0.011","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_12/create_time.txt"
"kata","busybox","max","12","0.735","0.039","0.013","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_12/rm_time.txt"
"kata","busybox","max","13","1.850","0.046","0.015","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_13/create_time.txt"
"kata","busybox","max","13","0.704","0.038","0.014","/opt/auswertung/Raw/bench_time_repeat35/max/kata/busybox/repeat_13/rm_time.txt"
